transaction_id,customer_id,customer_name,customer_risk_profile,account_id,account_type,timestamp,amount_usd,quantity,transaction_type,counterparty_name,counterparty_country,status,channel
TXN5A831384,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-03 05:50:14,138491.72,1,Deposit,Self,India,Settled,Mobile App
TXNFC0315CC,CUST009,Anjali Gupta,Low,ACC1018,Business,2026-04-03 09:15:54,4706383.72,1,Wire,Pyongyang Export,UAE,Pending,Wire Transfer
TXN57A7C299,CUST006,Sanjay Singhania,High,ACC1012,Checking,2026-04-03 09:26:22,12526.98,1,Withdrawal,Self,India,Settled,ATM
TXN098DF0A9,CUST008,Karan Johar,Low,ACC1014,Checking,2026-04-03 12:21:00,199040.93,1,Transfer,Direct Express,India,Settled,Mobile App
TXN5FD25224,CUST003,Aarav Mehta,Low,ACC1006,Business,2026-04-03 14:02:41,173781.6,1,Wire,M. K. Holdings,United States,Settled,Wire Transfer
TXNBAD9EE34,CUST008,Karan Johar,Low,ACC1014,Checking,2026-04-03 14:23:21,32161.07,1,Transfer,Damascus Trading,Singapore,Settled,Mobile App
TXNCCC919BF,CUST001,Priya Patel,Low,ACC1003,Checking,2026-04-03 15:35:36,87845.05,1,Withdrawal,Self,India,Settled,Mobile App
TXNE1F01B11,CUST000,Rohan Sharma,Low,ACC1001,Checking,2026-04-03 16:22:45,104121.47,1,Withdrawal,Self,India,Settled,Mobile App
TXNAA909F81,CUST009,Anjali Gupta,Low,ACC1019,Business,2026-04-03 19:45:49,178327.21,1,Withdrawal,Self,India,Settled,Online Banking
TXNC6F01BD6,CUST000,Rohan Sharma,Low,ACC1002,Business,2026-04-03 20:19:09,105179.75,1,Withdrawal,Self,India,Settled,Mobile App
TXN3097F2CD,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-04 00:00:10,107554.88,1,Deposit,Self,India,Settled,Online Banking
TXN7E2C7900,CUST008,Karan Johar,Low,ACC1015,Business,2026-04-04 00:53:18,1300779.74,1,Wire,Vertex Clearing,UAE,Settled,Wire Transfer
TXN902D1773,CUST008,Karan Johar,Low,ACC1015,Business,2026-04-04 00:55:51,1999824.96,1,Wire,Vertex Clearing,Singapore,Settled,Wire Transfer
TXN8B55F201,CUST011,Ravi Shastri,Low,ACC1023,Checking,2026-04-04 01:25:02,76886.99,1,Transfer,Global Trading Ltd,Singapore,Settled,Online Banking
TXNA5731065,CUST006,Sanjay Singhania,High,ACC1012,Checking,2026-04-04 05:05:52,145776.42,1,Wire,Hassan & Co Financials,Australia,Settled,Wire Transfer
TXN86CCAA1E,CUST000,Rohan Sharma,Low,ACC1001,Checking,2026-04-04 06:10:21,96419.91,1,Deposit,Self,India,Pending,Online Banking
TXN4DF7B48B,CUST000,Rohan Sharma,Low,ACC1000,Checking,2026-04-04 07:20:12,126504.93,1,Withdrawal,Self,India,Settled,Mobile App
TXNB6858245,CUST004,Deepa Krishnan,Medium,ACC1007,Business,2026-04-04 09:26:31,1874383.49,1,Deposit,Self,India,Settled,Mobile App
TXN42B2BED1,CUST004,Deepa Krishnan,Medium,ACC1009,Business,2026-04-04 10:26:11,1311228.28,1,Deposit,Self,India,Settled,Online Banking
TXN20DA677F,CUST004,Deepa Krishnan,Medium,ACC1007,Business,2026-04-04 11:05:25,2760965.29,1,Withdrawal,Self,India,Settled,Online Banking
TXN704F462C,CUST009,Anjali Gupta,Low,ACC1018,Business,2026-04-04 14:52:09,442431.71,1,Withdrawal,Self,India,Settled,Mobile App
TXN9753709E,CUST006,Sanjay Singhania,High,ACC1012,Checking,2026-04-04 15:10:32,94888.07,1,Withdrawal,Self,India,Settled,Mobile App
TXNFE9CC361,CUST010,Amrita Sen,High,ACC1021,Savings,2026-04-04 15:48:00,17377.6,1,Deposit,Self,India,Declined,Mobile App
TXN972E9140,CUST002,Vikram Malhotra,High,ACC1005,Business,2026-04-04 16:20:57,1099287.17,1,Transfer,Damascus Trading,Yemen,Settled,Online Banking
TXN8E221A3A,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-04 23:20:58,297377.79,1,Wire,M. K. Holdings,United Kingdom,Settled,Wire Transfer
TXN9F7DCB47,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-04 23:24:53,970497.74,1,Wire,Pyongyang Export,India,Settled,Wire Transfer
TXN7525088E,CUST001,Priya Patel,Low,ACC1003,Checking,2026-04-05 01:43:51,934310.04,1,Wire,Vertex Clearing,Switzerland,Declined,Wire Transfer
TXN3BFE6F74,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-05 04:20:26,4978476.44,1,Wire,Nexus Logistics,United States,Settled,Wire Transfer
TXN753375E8,CUST005,Amit Verma,Low,ACC1010,Checking,2026-04-05 04:59:54,169897.56,1,Transfer,S.A. Trade Corp,Singapore,Settled,Mobile App
TXNDECCA21C,CUST000,Rohan Sharma,Low,ACC1001,Checking,2026-04-05 15:59:26,104061.22,1,Transfer,Damascus Trading,Australia,Settled,Mobile App
TXN5185CD85,CUST000,Rohan Sharma,Low,ACC1001,Checking,2026-04-05 17:26:27,141377.48,1,Transfer,Vertex Clearing,United Kingdom,Settled,Online Banking
TXN475D4D0C,CUST009,Anjali Gupta,Low,ACC1019,Business,2026-04-06 00:59:39,114632.79,1,Wire,Damascus Trading,Australia,Settled,Wire Transfer
TXN17AEBC24,CUST001,Priya Patel,Low,ACC1003,Checking,2026-04-06 02:26:43,139783.6,1,Wire,Tehran General Commerce,Australia,Settled,Wire Transfer
TXN3A5B5175,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-06 10:21:23,201492.07,1,Withdrawal,Self,India,Settled,Mobile App
TXN447DF0A7,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-06 10:33:15,125563.9,1,Withdrawal,Self,India,Settled,Mobile App
TXNF0C4198B,CUST001,Priya Patel,Low,ACC1003,Checking,2026-04-06 11:11:04,1349588.3,1,Wire,Tehran General Commerce,United States,Settled,Wire Transfer
TXN5EE75313,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-06 13:24:48,71867.59,1,Transfer,Damascus Trading,United States,Settled,Online Banking
TXN07C4C445,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-06 13:42:29,32139.43,1,Transfer,Vertex Clearing,Canada,Settled,Online Banking
TXNCEF41362,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-06 15:02:08,154423.76,1,Deposit,Self,India,Settled,Mobile App
TXN65628ABA,CUST005,Amit Verma,Low,ACC1011,Checking,2026-04-06 22:51:12,426320.31,1,Wire,Damascus Trading,Switzerland,Settled,Wire Transfer
TXN99B0BAD2,CUST007,Jaspreet Singh,Medium,ACC1013,Business,2026-04-06 23:09:15,97088.29,1,Transfer,Direct Express,Singapore,Settled,Online Banking
TXN133FBF83,CUST004,Deepa Krishnan,Medium,ACC1007,Business,2026-04-07 01:38:50,482361.89,1,Wire,Global Trading Ltd,Singapore,Settled,Wire Transfer
TXNE09679EA,CUST000,Rohan Sharma,Low,ACC1002,Business,2026-04-07 02:12:17,358100.44,1,Wire,Capital Horizons,Canada,Settled,Wire Transfer
TXN79096B14,CUST001,Priya Patel,Low,ACC1004,Checking,2026-04-07 02:24:57,65445.72,1,Deposit,Self,India,Settled,Mobile App
TXN440E2473,CUST008,Karan Johar,Low,ACC1015,Business,2026-04-07 03:04:35,1083466.1,1,Transfer,Hassan & Co Financials,Australia,Settled,Online Banking
TXN1EC91640,CUST009,Anjali Gupta,Low,ACC1018,Business,2026-04-07 03:56:26,352440.78,1,Transfer,Capital Horizons,Switzerland,Settled,Mobile App
TXN22515985,CUST000,Rohan Sharma,Low,ACC1001,Checking,2026-04-07 04:08:14,11382.69,1,Deposit,Self,India,Settled,Mobile App
TXN9D3790AB,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-07 04:40:14,533144.24,1,Wire,Direct Express,Australia,Settled,Wire Transfer
TXN17C1403E,CUST000,Rohan Sharma,Low,ACC1002,Business,2026-04-07 05:41:29,234532.98,1,Transfer,Tehran General Commerce,Singapore,Settled,Online Banking
TXNA60567F5,CUST011,Ravi Shastri,Low,ACC1023,Checking,2026-04-07 07:18:23,175955.61,1,Wire,Hassan & Co Financials,India,Settled,Wire Transfer
TXNC54ED1E5,CUST007,Jaspreet Singh,Medium,ACC1013,Business,2026-04-07 07:28:56,2316878.02,1,Withdrawal,Self,India,Settled,Mobile App
TXNF348B056,CUST004,Deepa Krishnan,Medium,ACC1009,Business,2026-04-07 08:38:19,323708.4,1,Deposit,Self,India,Settled,Online Banking
TXN32EEDD12,CUST009,Anjali Gupta,Low,ACC1017,Business,2026-04-07 08:52:04,740788.88,1,Withdrawal,Self,India,Settled,Online Banking
TXNC6AA77FA,CUST002,Vikram Malhotra,High,ACC1005,Business,2026-04-07 14:22:01,1477277.88,1,Wire,Capital Horizons,UAE,Settled,Wire Transfer
TXN9F9F9F22,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-07 16:24:08,149944.07,1,Transfer,Vertex Clearing,United Kingdom,Settled,Online Banking
TXNF0CCC212,CUST010,Amrita Sen,High,ACC1021,Savings,2026-04-07 17:31:52,9064.26,1,Withdrawal,Self,India,Settled,Branch
TXNE950AE97,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-08 05:27:29,32308.05,1,Withdrawal,Self,India,Settled,Branch
TXN37C2A89A,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-08 10:21:11,7201205.09,1,Withdrawal,Self,India,Settled,Online Banking
TXNF04D12DC,CUST005,Amit Verma,Low,ACC1010,Checking,2026-04-08 16:04:21,162923.65,1,Withdrawal,Self,India,Settled,Online Banking
TXNF68DD588,CUST000,Rohan Sharma,Low,ACC1002,Business,2026-04-08 17:02:32,840624.26,1,Transfer,Hassan & Co Financials,Canada,Settled,Mobile App
TXNC7D63553,CUST004,Deepa Krishnan,Medium,ACC1007,Business,2026-04-08 19:46:16,1148314.91,1,Deposit,Self,India,Settled,Online Banking
TXN32FB5629,CUST002,Vikram Malhotra,High,ACC1005,Business,2026-04-08 21:20:31,1186384.45,1,Withdrawal,Self,India,Settled,Online Banking
TXN360754DF,CUST010,Amrita Sen,High,ACC1020,Checking,2026-04-09 00:08:32,454455.16,1,Wire,S.A. Trade Corp,India,Settled,Wire Transfer
TXN5D3CF9C5,CUST010,Amrita Sen,High,ACC1021,Savings,2026-04-09 07:21:48,70728.93,1,Deposit,Self,India,Settled,Online Banking
TXNCB797042,CUST005,Amit Verma,Low,ACC1010,Checking,2026-04-09 14:10:11,779740.4,1,Wire,S.A. Trade Corp,Australia,Settled,Wire Transfer
TXNBB69F039,CUST009,Anjali Gupta,Low,ACC1018,Business,2026-04-09 14:52:22,212473.18,1,Deposit,Self,India,Settled,Mobile App
TXN5265FEA3,CUST005,Amit Verma,Low,ACC1010,Checking,2026-04-09 22:33:12,24501.26,1,Transfer,Tehran General Commerce,Switzerland,Settled,Online Banking
TXN7004B138,CUST010,Amrita Sen,High,ACC1020,Checking,2026-04-10 03:21:49,37347.64,1,Withdrawal,Self,India,Settled,Branch
TXN2F205AFA,CUST003,Aarav Mehta,Low,ACC1006,Business,2026-04-10 04:19:12,1092144.34,1,Transfer,M. K. Holdings,Switzerland,Settled,Online Banking
TXN754338E5,CUST008,Karan Johar,Low,ACC1014,Checking,2026-04-10 04:54:15,59792.42,1,Withdrawal,Self,India,Settled,Mobile App
TXN6700E198,CUST009,Anjali Gupta,Low,ACC1019,Business,2026-04-10 08:19:21,385809.38,1,Deposit,Self,India,Settled,Mobile App
TXN9752CE81,CUST002,Vikram Malhotra,High,ACC1005,Business,2026-04-10 08:39:57,297017.42,1,Deposit,Self,India,Settled,Online Banking
TXN95058DAE,CUST006,Sanjay Singhania,High,ACC1012,Checking,2026-04-10 08:47:00,65540.27,1,Deposit,Self,India,Settled,Online Banking
TXNC0A37BF1,CUST010,Amrita Sen,High,ACC1020,Checking,2026-04-10 10:08:08,2867518.64,1,Wire,Nexus Logistics,UAE,Settled,Wire Transfer
TXN0E7F892D,CUST011,Ravi Shastri,Low,ACC1023,Checking,2026-04-10 10:58:08,4407952.15,1,Wire,Vertex Clearing,Switzerland,Settled,Wire Transfer
TXN21719F2C,CUST009,Anjali Gupta,Low,ACC1018,Business,2026-04-10 15:33:51,15705.25,1,Transfer,Pyongyang Export,Switzerland,Settled,Online Banking
TXN8FD0D193,CUST004,Deepa Krishnan,Medium,ACC1009,Business,2026-04-10 18:51:43,1080780.59,1,Deposit,Self,India,Settled,Online Banking
TXNBD5715B2,CUST002,Vikram Malhotra,High,ACC1005,Business,2026-04-11 00:21:55,209980.05,1,Withdrawal,Self,India,Settled,Online Banking
TXN94AB07D8,CUST009,Anjali Gupta,Low,ACC1017,Business,2026-04-11 05:19:16,80443.33,1,Transfer,S.A. Trade Corp,United States,Settled,Mobile App
TXN8FC20BF6,CUST008,Karan Johar,Low,ACC1015,Business,2026-04-11 07:31:50,167669.23,1,Deposit,Self,India,Settled,Online Banking
TXNF59C5307,CUST010,Amrita Sen,High,ACC1021,Savings,2026-04-11 07:53:53,328258.77,1,Wire,Capital Horizons,Japan,Settled,Wire Transfer
TXN732F7B7E,CUST003,Aarav Mehta,Low,ACC1006,Business,2026-04-11 08:03:48,132457.81,1,Withdrawal,Self,India,Settled,Mobile App
TXNMIS000,,Vikram Malhotra,High,ACC1005,Business,2026-04-11 11:00:05,80000.0,1,Transfer,Vertex Clearing,India,Settled,Online Banking
TXN70E3077D,CUST000,Rohan Sharma,Low,ACC1000,Checking,2026-04-11 12:39:23,18894.01,1,Transfer,Sana Wires,Canada,Settled,Mobile App
TXNE178AB46,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-11 15:05:33,87065.52,1,Deposit,Self,India,Settled,Online Banking
TXN325AF277,CUST001,Priya Patel,Low,ACC1004,Checking,2026-04-11 15:59:50,339554.16,1,Wire,Damascus Trading,Canada,Settled,Wire Transfer
TXN2C2829E8,CUST000,Rohan Sharma,Low,ACC1002,Business,2026-04-11 16:53:58,33236.16,1,Transfer,Tehran General Commerce,Germany,Settled,Mobile App
TXN7C497DBF,CUST005,Amit Verma,Low,ACC1010,Checking,2026-04-11 22:24:00,105069.75,1,Withdrawal,Self,India,Settled,Mobile App
TXN5E9AA356,CUST005,Amit Verma,Low,ACC1011,Checking,2026-04-11 23:49:00,109292.37,1,Deposit,Self,India,Settled,Online Banking
TXN72767475,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-12 01:30:40,576817.31,1,Wire,Hassan & Co Financials,United Kingdom,Settled,Wire Transfer
TXN7CF5EB5B,CUST009,Anjali Gupta,Low,ACC1019,Business,2026-04-12 02:15:53,394718.2,1,Transfer,Capital Horizons,Singapore,Settled,Mobile App
TXN0C8B27E6,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-12 02:27:25,96548.36,1,Deposit,Self,India,Settled,Mobile App
TXN0822F459,CUST003,Aarav Mehta,Low,ACC1006,Business,2026-04-12 04:08:16,390460.7,1,Deposit,Self,India,Settled,Mobile App
TXN78BFB3A7,CUST011,Ravi Shastri,Low,ACC1022,Savings,2026-04-12 05:22:17,43889.55,1,Withdrawal,Self,India,Settled,Mobile App
TXN6F6904D2,CUST004,Deepa Krishnan,Medium,ACC1008,Checking,2026-04-12 07:45:32,14624.52,1,Deposit,Self,India,Settled,Online Banking
TXN3A0977A8,CUST010,Amrita Sen,High,ACC1021,Savings,2026-04-12 10:48:11,21352.63,1,Deposit,Self,India,Settled,Online Banking
TXNMIS001,CUST002,Vikram Malhotra,High,ACC1005,Business,2026-04-12 11:00:05,80000.0,1,Transfer,,India,Settled,Online Banking
TXNE6DB5954,CUST000,Rohan Sharma,Low,ACC1001,Checking,2026-04-12 13:40:05,82291.74,1,Deposit,Self,India,Settled,Mobile App
TXN1AFA25C2,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-12 14:58:47,102039.11,1,Transfer,Tehran General Commerce,UAE,Settled,Online Banking
TXN72EA3F0E,CUST001,Priya Patel,Low,ACC1003,Checking,2026-04-12 15:09:28,1346595.45,1,Wire,M. K. Holdings,United States,Settled,Wire Transfer
TXN2607B6C4,CUST008,Karan Johar,Low,ACC1015,Business,2026-04-12 15:42:46,595513.03,1,Wire,Hassan & Co Financials,Japan,Settled,Wire Transfer
TXNAFBD1C84,CUST000,Rohan Sharma,Low,ACC1000,Checking,2026-04-12 19:20:10,7885.21,1,Deposit,Self,India,Settled,Mobile App
TXN529713EA,CUST005,Amit Verma,Low,ACC1010,Checking,2026-04-12 19:33:09,3859.4,1,Transfer,Global Trading Ltd,Singapore,Settled,Online Banking
TXN8D215CF6,CUST008,Karan Johar,Low,ACC1015,Business,2026-04-12 19:40:10,1067445.19,1,Deposit,Self,India,Settled,Online Banking
TXNB1E5D789,CUST009,Anjali Gupta,Low,ACC1019,Business,2026-04-12 21:15:04,426427.33,1,Wire,Pyongyang Export,India,Settled,Wire Transfer
TXNA5044FFD,CUST009,Anjali Gupta,Low,ACC1017,Business,2026-04-12 23:18:20,1711818.22,1,Wire,Vertex Clearing,Japan,Settled,Wire Transfer
TXN9DD0B18E,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-13 01:40:07,67333.7,1,Transfer,Hassan & Co Financials,Germany,Pending,Online Banking
TXN1F440910,CUST008,Karan Johar,Low,ACC1015,Business,2026-04-13 05:03:31,1772629.85,1,Withdrawal,Self,India,Settled,Mobile App
TXN8152369C,CUST003,Aarav Mehta,Low,ACC1006,Business,2026-04-13 05:37:50,1204196.13,1,Transfer,Pyongyang Export,United Kingdom,Settled,Mobile App
TXNB05B097F,CUST003,Aarav Mehta,Low,ACC1006,Business,2026-04-13 08:11:43,3384231.85,1,Deposit,Self,India,Settled,Mobile App
TXND1071969,CUST009,Anjali Gupta,Low,ACC1017,Business,2026-04-13 08:44:05,300863.93,1,Transfer,M. K. Holdings,India,Settled,Online Banking
TXNF3DD5C3E,CUST003,Aarav Mehta,Low,ACC1006,Business,2026-04-13 09:20:10,358199.68,1,Transfer,Hassan & Co Financials,Singapore,Settled,Mobile App
TXN509D41D4,CUST003,Aarav Mehta,Low,ACC1006,Business,2026-04-13 09:23:24,625797.56,1,Withdrawal,Self,India,Settled,Online Banking
TXN397A8822,CUST000,Rohan Sharma,Low,ACC1001,Checking,2026-04-13 10:05:41,16337907.57,1,Wire,Sana Wires,India,Settled,Wire Transfer
TXN012D9F14,CUST002,Vikram Malhotra,High,ACC1005,Business,2026-04-13 10:43:51,155335.38,1,Transfer,Direct Express,Switzerland,Settled,Mobile App
TXN879A162F,CUST010,Amrita Sen,High,ACC1021,Savings,2026-04-13 11:20:51,186340.29,1,Deposit,Self,India,Settled,Online Banking
TXND2DD66A5,CUST001,Priya Patel,Low,ACC1003,Checking,2026-04-13 11:29:55,5118.05,1,Withdrawal,Self,India,Settled,ATM
TXN4D2DF657,CUST011,Ravi Shastri,Low,ACC1023,Checking,2026-04-13 15:36:12,202955.5,1,Deposit,Self,India,Settled,Mobile App
TXNF61B4446,CUST009,Anjali Gupta,Low,ACC1019,Business,2026-04-13 18:34:00,8543.95,1,Withdrawal,Self,India,Settled,ATM
TXNFDC009B5,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-13 19:27:28,118795.55,1,Transfer,Pyongyang Export,India,Settled,Mobile App
TXN0F7AD98B,CUST008,Karan Johar,Low,ACC1016,Checking,2026-04-13 20:00:06,275060.9,1,Withdrawal,Self,India,Settled,Online Banking
TXN2ED81BBB,CUST000,Rohan Sharma,Low,ACC1001,Checking,2026-04-13 23:03:22,1891.82,1,Withdrawal,Self,India,Settled,Branch
TXN11423551,CUST009,Anjali Gupta,Low,ACC1018,Business,2026-04-13 23:15:18,215183.85,1,Transfer,M. K. Holdings,United Kingdom,Settled,Mobile App
TXN815A4AE0,CUST007,Jaspreet Singh,Medium,ACC1013,Business,2026-04-14 00:34:08,1432720.58,1,Withdrawal,Self,India,Settled,Mobile App
TXN86D5409E,CUST000,Rohan Sharma,Low,ACC1000,Checking,2026-04-14 00:43:59,14907.14,1,Withdrawal,Self,India,Settled,Branch
TXNF5EF21D0,CUST005,Amit Verma,Low,ACC1010,Checking,2026-04-14 03:01:56,61850.35,1,Deposit,Self,India,Settled,Online Banking
TXNB9CAA69F,CUST009,Anjali Gupta,Low,ACC1018,Business,2026-04-14 05:24:12,2388076.49,1,Withdrawal,Self,India,Settled,Online Banking
TXN137601F7,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-14 05:47:37,86074.15,1,Withdrawal,Self,India,Settled,Online Banking
TXN01707E5D,CUST000,Rohan Sharma,Low,ACC1002,Business,2026-04-14 07:16:52,1185209.37,1,Deposit,Self,India,Settled,Online Banking
TXN04AA4F80,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-14 08:48:05,27601.46,1,Withdrawal,Self,India,Settled,Branch
TXNDE7BA763,CUST010,Amrita Sen,High,ACC1020,Checking,2026-04-14 09:50:47,11460.07,1,Deposit,Self,India,Settled,Mobile App
TXNB8F65FD4,CUST007,Jaspreet Singh,Medium,ACC1013,Business,2026-04-14 10:04:31,920451.36,1,Deposit,Self,India,Settled,Mobile App
TXNC80C718B,CUST007,Jaspreet Singh,Medium,ACC1013,Business,2026-04-14 11:23:07,123859.91,1,Deposit,Self,India,Settled,Online Banking
TXNDA422DE1,CUST001,Priya Patel,Low,ACC1004,Checking,2026-04-14 11:36:15,8645.48,1,Withdrawal,Self,India,Settled,ATM
TXNB1E7F1FF,CUST000,Rohan Sharma,Low,ACC1001,Checking,2026-04-14 12:54:40,60105.55,1,Withdrawal,Self,India,Settled,Mobile App
TXN1F6665EA,CUST009,Anjali Gupta,Low,ACC1017,Business,2026-04-14 13:22:46,1600327.9,1,Withdrawal,Self,India,Settled,Online Banking
TXN17FF6984,CUST001,Priya Patel,Low,ACC1004,Checking,2026-04-14 15:21:57,12502.52,1,Deposit,Self,India,Settled,Online Banking
TXNA591EC9A,CUST008,Karan Johar,Low,ACC1014,Checking,2026-04-14 15:27:00,254936.97,1,Transfer,Vertex Clearing,Singapore,Settled,Online Banking
TXN64ED7652,CUST010,Amrita Sen,High,ACC1021,Savings,2026-04-14 16:51:24,12322.41,1,Transfer,M. K. Holdings,Switzerland,Settled,Mobile App
TXN2D5D6290,CUST002,Vikram Malhotra,High,ACC1005,Business,2026-04-14 18:56:02,137154.72,1,Withdrawal,Self,India,Settled,Online Banking
TXN15D13D1E,CUST010,Amrita Sen,High,ACC1020,Checking,2026-04-14 23:08:35,18045.19,1,Deposit,Self,India,Settled,Online Banking
TXN0AC83D15,CUST001,Priya Patel,Low,ACC1004,Checking,2026-04-15 01:06:23,40506.43,1,Transfer,Damascus Trading,Japan,Settled,Mobile App
TXN638BE2BD,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-15 02:28:49,29247.95,1,Withdrawal,Self,India,Settled,ATM
TXN5B34E6C9,CUST000,Rohan Sharma,Low,ACC1002,Business,2026-04-15 02:50:07,154152.18,1,Deposit,Self,India,Settled,Mobile App
TXN4B947D6B,CUST008,Karan Johar,Low,ACC1016,Checking,2026-04-15 03:26:38,728592.19,1,Wire,Direct Express,India,Settled,Wire Transfer
TXN206D70DE,CUST003,Aarav Mehta,Low,ACC1006,Business,2026-04-15 04:40:23,771632.88,1,Withdrawal,Self,India,Settled,Mobile App
TXNC3022AE4,CUST001,Priya Patel,Low,ACC1003,Checking,2026-04-15 05:07:24,110791.99,1,Withdrawal,Self,India,Settled,Mobile App
TXN1DA4686A,CUST010,Amrita Sen,High,ACC1021,Savings,2026-04-15 05:11:06,81499.61,1,Wire,Tehran General Commerce,Singapore,Settled,Wire Transfer
TXNF1A9CD56,CUST011,Ravi Shastri,Low,ACC1022,Savings,2026-04-15 05:17:26,19010.91,1,Withdrawal,Self,India,Settled,Branch
TXNDBAE263A,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-15 05:21:57,20810.76,1,Transfer,Pyongyang Export,United Kingdom,Pending,Mobile App
TXNA46C2400,CUST001,Priya Patel,Low,ACC1003,Checking,2026-04-15 07:29:17,55114.32,1,Deposit,Self,India,Settled,Mobile App
TXND232C960,CUST004,Deepa Krishnan,Medium,ACC1007,Business,2026-04-15 11:56:41,252558.59,1,Withdrawal,Self,India,Settled,Mobile App
TXN51C73AF9,CUST011,Ravi Shastri,Low,ACC1024,Checking,2026-04-15 12:54:49,106223.75,1,Withdrawal,Self,India,Settled,Online Banking
TXND63D6D5C,CUST000,Rohan Sharma,Low,ACC1000,Checking,2026-04-15 14:21:43,1940822.11,1,Wire,Nexus Logistics,Canada,Settled,Wire Transfer
